country_code,region_name,iata,airport
AU,Northern Territory,RPB,Roper Bar Airport
AU,Northern Territory,RPM,Ngukurr Airport
AU,Northern Territory,RPV,Roper Valley Airport
AU,Northern Territory,RRV,Robinson River Airport (Northern Territory)
AU,Northern Territory,SHU,Smith Point Airport
AU,Northern Territory,SNB,Snake Bay Airport
AU,Northern Territory,TBK,Timber Creek Airport
AU,Northern Territory,TCA,Tennant Creek Airport
AU,Northern Territory,TYP,Tobermorey Airport
AU,Northern Territory,UTD,Nutwood Downs Airport
AU,Northern Territory,VCD,Victoria River Downs Airport
AU,Northern Territory,WAV,Wave Hill Airport
AU,Northern Territory,WLL,Wollogorang Airport
AU,Northern Territory,WLO,Waterloo Airport
AU,Northern Territory,YUE,Yuendumu Airport
AU,Queensland,AAB,Arrabury Airport
AU,Queensland,ABG,Abingdon Airport
AU,Queensland,ABH,Alpha Airport
AU,Queensland,ABM,Northern Peninsula Airport
AU,Queensland,AGW,Agnew Airport
AU,Queensland,AUD,Augustus Downs Airport
AU,Queensland,AUU,Aurukun Airport
AU,Queensland,AXC,Aramac Airport
AU,Queensland,AYR,Ayr Airport
AU,Queensland,BBL,Ballera Airport
AU,Queensland,BCI,Barcaldine Airport
AU,Queensland,BCK,Bolwarra Airport
AU,Queensland,BDB,Bundaberg Airport
AU,Queensland,BDD,Badu Island Airport
AU,Queensland,BEU,Bedourie Airport
AU,Queensland,BFC,Bloomfield Airport
AU,Queensland,BHT,Brighton Downs Airport
AU,Queensland,BIP,Bulimba Airport
AU,Queensland,BKP,Barkly Downs Airport
AU,Queensland,BKQ,Blackall Airport
AU,Queensland,BLS,Bollon Airport
AU,Queensland,BLT,Blackwater Airport
AU,Queensland,BMP,Brampton Island Airport
AU,Queensland,BNE,Brisbane Airport
AU,Queensland,BQL,Boulia Airport
AU,Queensland,BTX,Betoota Airport
AU,Queensland,BUC,Burketown Airport
AU,Queensland,BVI,Birdsville Airport
AU,Queensland,BVW,Batavia Downs Airport
AU,Queensland,BZP,Bizant Airport
AU,Queensland,CBY,Canobie Airport
AU,Queensland,CCL,Chinchilla Airport
AU,Queensland,CDQ,Croydon Airport
AU,Queensland,CFP,Carpentaria Downs Airport
AU,Queensland,CMA,Cunnamulla Airport
AU,Queensland,CML,Camooweal Airport
AU,Queensland,CMQ,Clermont Airport
AU,Queensland,CNC,Coconut Island Airport
AU,Queensland,CNJ,Cloncurry Airport
AU,Queensland,CNS,Cairns Airport
AU,Queensland,CQP,Cape Flattery Airport
AU,Queensland,CRH,Cherrabah Airport
AU,Queensland,CTL,Charleville Airport
AU,Queensland,CTN,Cooktown Airport
AU,Queensland,CUD,Caloundra Airport
AU,Queensland,CUQ,Coen Airport
AU,Queensland,CXT,Charters Towers Airport
AU,Queensland,CZY,Cluny Airport
AU,Queensland,DBY,Dalby Airport
AU,Queensland,DDN,Delta Downs Airport
AU,Queensland,DFP,Drumduff Airport
AU,Queensland,DHD,Durham Downs Airport
AU,Queensland,DKI,Dunk Island Airport
AU,Queensland,DMD,Doomadgee Airport
AU,Queensland,DNB,Dunbar Airport
AU,Queensland,DRD,Dorunda Airport
AU,Queensland,DRN,Dirranbandi Airport
AU,Queensland,DRR,Durrie Airport
AU,Queensland,DVP,Davenport Downs Airport
AU,Queensland,DXD,Dixie Airport
AU,Queensland,DYA,Dysart Airport
AU,Queensland,DYM,Diamantina Lakes Airport
AU,Queensland,EDR,Edward River Airport
AU,Queensland,EIH,Einasleigh Airport
AU,Queensland,EMD,Emerald Airport
AU,Queensland,ERQ,Elrose Airport
AU,Queensland,GAH,Gayndah Airport
AU,Queensland,GBP,Gamboola Airport
AU,Queensland,GGD,Gregory Downs Airport
AU,Queensland,GIC,Boigu Island Airport
AU,Queensland,GKL,Great Keppel Island Airport
AU,Queensland,GLG,Glengyle Airport
AU,Queensland,GLM,Glenormiston Airport
AU,Queensland,GLT,Gladstone Airport
AU,Queensland,GOO,Goondiwindi Airport
AU,Queensland,GPD,Mount Gordon Airport
AU,Queensland,GTT,Georgetown Airport
AU,Queensland,GVP,Greenvale Airport
AU,Queensland,GYP,Gympie Airport
AU,Queensland,HAT,Heathlands Airport
AU,Queensland,HGD,Hughenden Airport
AU,Queensland,HID,Horn Island Airport
AU,Queensland,HIG,Highbury Airport
AU,Queensland,HIP,Headingly Airport
AU,Queensland,HLV,Helenvale Airport
AU,Queensland,HPE,Hopevale Airport
AU,Queensland,HTI,Great Barrier Reef Airport
AU,Queensland,HVB,Hervey Bay Airport
AU,Queensland,IFF,Iffley Airport
AU,Queensland,IFL,Innisfail Airport
AU,Queensland,IGH,Ingham Airport
AU,Queensland,IKP,Inkerman Airport
AU,Queensland,INJ,Injune Airport
AU,Queensland,IRG,Lockhart River Airport
AU,Queensland,ISA,Mount Isa Airport
AU,Queensland,ISI,Isisford Airport
AU,Queensland,JCK,Julia Creek Airport
AU,Queensland,JUN,Jundah Airport
AU,Queensland,KCE,Collinsville Airport
AU,Queensland,KDS,Kamaran Downs Airport
AU,Queensland,KGY,Kingaroy Airport
AU,Queensland,KKP,Koolburra Airport
AU,Queensland,KML,Kamileroi Airport
AU,Queensland,KOH,Koolatah Airport
AU,Queensland,KPP,Kalpowar Airport
AU,Queensland,KRB,Karumba Airport
AU,Queensland,KSV,Springvale Airport
AU,Queensland,KUG,Kubin Airport
AU,Queensland,KWM,Kowanyama Airport
AU,Queensland,LDC,Lindeman Island Airport
AU,Queensland,LFP,Lakefield Airport
AU,Queensland,LKD,Lakeland Downs Airport
AU,Queensland,LLG,Chillagoe Airport
AU,Queensland,LLP,Linda Downs Airport
AU,Queensland,LOA,Lorraine Airport
AU,Queensland,LRE,Longreach Airport
AU,Queensland,LTP,Lyndhurst Airport
AU,Queensland,LTV,Lotus Vale Station Airport
AU,Queensland,LUT,New Laura Airport
AU,Queensland,LUU,Laura Airport
AU,Queensland,LWH,Lawn Hill Airport
AU,Queensland,LYT,Lady Elliot Island Airport
AU,Queensland,LZR,Lizard Island Airport
AU,Queensland,MBH,Maryborough Airport
AU,Queensland,MCY,Sunshine Coast Airport
AU,Queensland,MET,Moreton Airport
AU,Queensland,MFL,Mount Full Stop Airport
AU,Queensland,MKY,Mackay Airport
AU,Queensland,MLV,Merluna Airport
AU,Queensland,MMM,Middlemount Airport
AU,Queensland,MNQ,Monto Airport
AU,Queensland,MOV,Moranbah Airport
AU,Queensland,MRG,Mareeba Airfield
AU,Queensland,MRL,Miners Lake Airport
AU,Queensland,MTQ,Mitchell Airport
AU,Queensland,MVU,Musgrave Airport
AU,Queensland,MWY,Miranda Downs Airport
AU,Queensland,MXD,Marion Downs Airport
AU,Queensland,MYI,Murray Island Airport
AU,Queensland,NLF,Darnley Island Airport
AU,Queensland,NMP,New Moon Airport
AU,Queensland,NMR,Nappa Merrie Airport
AU,Queensland,NSV,Noosa Airport
AU,Queensland,NTN,Normanton Airport
AU,Queensland,OBA,Oban Airport
AU,Queensland,OKB,Orchid Beach Airport
AU,Queensland,OKR,Yorke Island Airport
AU,Queensland,OKY,Oakey Army Aviation Centre
AU,Queensland,ONG,Mornington Island Airport
AU,Queensland,ONR,Monkira Airport
AU,Queensland,OOL,Gold Coast Airport (Coolangatta Airport)
AU,Queensland,OOR,Mooraberree Airport
AU,Queensland,OPI,Oenpelli Airport
AU,Queensland,ORS,Orpheus Island Resort Waterport
AU,Queensland,OSO,Osborne Mine Airport
AU,Queensland,OXO,Orientos Airport
AU,Queensland,OXY,Morney Airport
AU,Queensland,PHQ,The Monument Airport
AU,Queensland,PMK,Palm Island Airport
AU,Queensland,PPP,Whitsunday Coast Airport
AU,Queensland,RCM,Richmond Airport
AU,Queensland,RKY,Rokeby Airport
AU,Queensland,RLP,Rosella Plains Airport
AU,Queensland,RMA,Roma Airport
AU,Queensland,ROH,Robinhood Airport
AU,Queensland,ROK,Rockhampton Airport
AU,Queensland,RSB,Roseberth Airport
AU,Queensland,RTP,Rutland Plains Airport
AU,Queensland,SBR,Saibai Island Airport
AU,Queensland,SCG,Spring Creek Airport
AU,Queensland,SGO,St George Airport
AU,Queensland,SHQ,Southport Airport
AU,Queensland,SNH,Stanthorpe Airport
AU,Queensland,SRM,Sandringham Station Airport
AU,Queensland,SRR,Dunwich Airport
AU,Queensland,SSP,Silver Plains Airport
AU,Queensland,STF,Stephens Island Airport
AU,Queensland,STH,Strathmore Airport
AU,Queensland,SVM,St Pauls Mission Airport
AU,Queensland,SYU,Warraber Island Airport
AU,Queensland,TAN,Tangalooma Airport
AU,Queensland,TDR,Theodore Airport
AU,Queensland,THG,Thangool Airport
AU,Queensland,TQP,Trepell Airport
AU,Queensland,TSV,Townsville Airport
AU,Queensland,TWB,Toowoomba City Aerodrome
AU,Queensland,TWN,Tewantin Airport
AU,Queensland,TWP,Torwood Airport
AU,Queensland,TXR,Tanbar Airport
AU,Queensland,TYG,Thylungra Airport
AU,Queensland,UBB,Mabuiag Island Airport
AU,Queensland,UDA,Undara Airport
AU,Queensland,ULP,Quilpie Airport
AU,Queensland,UTB,Muttaburra Airport
AU,Queensland,VNR,Vanrook Airport
AU,Queensland,WAN,Waverney Airport
AU,Queensland,WAZ,Warwick Airport
AU,Queensland,WDI,Wondai Airport
AU,Queensland,WEI,Weipa Airport
AU,Queensland,WIN,Winton Airport
AU,Queensland,WLE,Miles Airport
AU,Queensland,WNR,Windorah Airport
AU,Queensland,WON,Wondoola Airport
AU,Queensland,WPK,Wrotham Park Airport
AU,Queensland,WSY,Whitsunday Airport
AU,Queensland,WTB,Toowoomba Wellcamp Airport
AU,Queensland,XMY,Yam Island Airport
AU,Queensland,XTG,Thargomindah Airport
AU,Queensland,XTO,Taroom Airport
AU,Queensland,XTR,Tara Airport
AU,Queensland,ZBL,Biloela Airport
AU,Queensland,ZBO,Bowen Airport
