country_code,region_name,iata,airport
CN,Jilin,CGQ,Changchun Longjia International Airport
CN,Jilin,DBC,Baicheng Chang'an Airport
CN,Jilin,JIL,Jilin Ertaizi Airport
CN,Jilin,NBS,Changbaishan Airport
CN,Jilin,TNH,Tonghua Sanyuanpu Airport
CN,Jilin,YNJ,Yanji Chaoyangchuan Airport
CN,Jilin,YSQ,Songyuan Chaganhu Airport
CN,Liaoning,AOG,Anshan Teng'ao Airport
CN,Liaoning,CHG,Chaoyang Airport
CN,Liaoning,CNI,Changhai Airport
CN,Liaoning,DDG,Dandong Langtou Airport
CN,Liaoning,DLC,Dalian Zhoushuizi International Airport
CN,Liaoning,JNZ,Jinzhou Bay Airport
CN,Liaoning,SHE,Shenyang Taoxian International Airport
CN,Liaoning,XEN,Xingcheng Airport
CN,Liaoning,YKH,Yingkou Lanqi Airport
CN,Nei Mongol,AEQ,Ar Horqin Airport
CN,Nei Mongol,AXF,Alxa Left Banner Bayanhot Airport
CN,Nei Mongol,BAV,Baotou Airport
CN,Nei Mongol,CIF,Chifeng Yulong Airport
CN,Nei Mongol,DSN,Ordos Ejin Horo Airport
CN,Nei Mongol,EJN,Ejin Banner Taolai Airport
CN,Nei Mongol,ERL,Erenhot Saiwusu International Airport
CN,Nei Mongol,HET,Hohhot Baita International Airport
CN,Nei Mongol,HLD,Hulunbuir Hailar Airport
CN,Nei Mongol,HLH,Ulanhot Airport
CN,Nei Mongol,HUO,Holingol Huolinhe Airport
CN,Nei Mongol,NZH,Manzhouli Xijiao Airport
CN,Nei Mongol,NZL,Zhalantun Chengjisihan Airport
CN,Nei Mongol,RHT,Alxa Right Banner Badanjilin Airport
CN,Nei Mongol,RLK,Bayannur Tianjitai Airport
CN,Nei Mongol,TGO,Tongliao Airport
CN,Nei Mongol,UCB,Ulanqab Airport
CN,Nei Mongol,WUA,Wuhai Airport
CN,Nei Mongol,WZQ,Urad Middle Banner Airport
CN,Nei Mongol,XIL,Xilinhot Airport
CN,Nei Mongol,YIE,Arxan Yi'ershi Airport
CN,Ningxia,GYU,Guyuan Liupanshan Airport
CN,Ningxia,INC,Yinchuan Hedong International Airport
CN,Ningxia,ZHY,Zhongwei Shapotou Airport (Zhongwei Xiangshan Airport)
CN,Qinghai Sheng,HBQ,Haibei Qilian Airport
CN,Qinghai,GMQ,Golog Maqin Airport
CN,Qinghai,GOQ,Golmud Airport
CN,Qinghai,HTT,Huatugou Airport
CN,Qinghai,HXD,Delingha Airport
CN,Qinghai,XNN,Xining Caojiabao Airport
CN,Qinghai,YUS,Yushu Batang Airport
CN,Shaanxi,AKA,Ankang Wulipu Airport
CN,Shaanxi,CIH,Changzhi Wangcun Airport
CN,Shaanxi,DAT,Datong Yungang Airport
CN,Shaanxi,ENY,Yan'an Ershilipu Airport
CN,Shaanxi,HZG,Hanzhong Chenggu Airport
CN,Shaanxi,LFQ,Linfen Qiaoli Airport
CN,Shaanxi,LLV,Luliang Airport
CN,Shaanxi,SIA,Xi'an Xiguan Airport
CN,Shaanxi,TYN,Taiyuan Wusu International Airport
CN,Shaanxi,UYN,Yulin Yuyang Airport
CN,Shaanxi,WUT,Xinzhou Wutaishan Airport
CN,Shaanxi,XIY,Xi'an Xianyang International Airport
CN,Shandong Sheng,HZA,Heze Mudan Airport
CN,Shandong,DOY,Dongying Shengli Airport
CN,Shandong,JNG,Jining Qufu Airport
CN,Shandong,LYI,Linyi Shubuling Airport
CN,Shandong,PNJ,Penglai Shahekou Airport
CN,Shandong,RIZ,Rizhao Shanzihe Airport
CN,Shandong,TAO,Qingdao Liuting International Airport
CN,Shandong,TNA,Jinan Yaoqiang International Airport
CN,Shandong,WEF,Weifang Airport
CN,Shandong,WEH,Weihai Dashuibo Airport
CN,Shandong,YNT,Yantai Penglai International Airport
CN,Shanghai,PVG,Shanghai Pudong International Airport
CN,Shanghai,SHA,Shanghai Hongqiao International Airport
CN,Shanxi,YCU,Yuncheng Guangong Airport
CN,Sichuan Sheng,DZH,Dazhou Jinya Airport
CN,Sichuan,AHJ,Hongyuan Airport
CN,Sichuan,BZX,Bazhong Enyang Airport
CN,Sichuan,CTU,Chengdu Shuangliu International Airport
CN,Sichuan,DAX,Dazhou Heshi Airport
CN,Sichuan,DCY,Daocheng Yading Airport
CN,Sichuan,GHN,Guanghan Airport
CN,Sichuan,GYS,Guangyuan Panlong Airport
CN,Sichuan,JZH,Jiuzhai Huanglong Airport
CN,Sichuan,KGT,Kangding Airport
CN,Sichuan,LZO,Luzhou Yunlong Airport
CN,Sichuan,MIG,Mianyang Nanjiao Airport
CN,Sichuan,NAO,Nanchong Gaoping Airport
CN,Sichuan,PZI,Panzhihua Bao'anying Airport
CN,Sichuan,TFU,Chengdu Tianfu International Airport
CN,Sichuan,XIC,Xichang Qingshan Airport
CN,Sichuan,YBP,Yibin Caiba Airport
CN,Tianjin,TSN,Tianjin Binhai International Airport
CN,Xinjiang,AAT,Altay Airport
CN,Xinjiang,AKU,Aksu Airport
CN,Xinjiang,BPL,Bole Alashankou Airport
CN,Xinjiang,FYN,Fuyun Koktokay Airport
CN,Xinjiang,HMI,Hami Airport (Kumul Airport)
CN,Xinjiang,HTN,Hotan Airport
CN,Xinjiang,IQM,Qiemo Airport
CN,Xinjiang,KCA,Kuqa Qiuci Airport
CN,Xinjiang,KHG,Kashgar Airport (Kashi Airport)
CN,Xinjiang,KJI,Kanas Airport
CN,Xinjiang,KRL,Korla Airport
CN,Xinjiang,KRY,Karamay Airport
CN,Xinjiang,NLT,Xinyuan Nalati Airport
CN,Xinjiang,QSZ,Shache Airport
CN,Xinjiang,RQA,Ruoqiang Loulan Airport
CN,Xinjiang,SHF,Shihezi Huayuan Airport
CN,Xinjiang,SXJ,Shanshan Airport
CN,Xinjiang,TCG,Tacheng Airport
CN,Xinjiang,TLQ,Turpan Jiaohe Airport
CN,Xinjiang,URC,Urumqi Diwopu International Airport
CN,Xinjiang,YIN,Yining Airport
CN,Xizang,BPX,Qamdo Bamda Airport
CN,Xizang,LXA,Lhasa Gonggar Airport
CN,Xizang,LZY,Nyingchi Mainling Airport
CN,Xizang,NGQ,Ngari Gunsa Airport
CN,Xizang,RKZ,Shigatse Peace Airport
CN,Yunnan,BSD,Baoshan Yunduan Airport
CN,Yunnan,CWJ,Cangyuan Washan Airport
CN,Yunnan,DIG,Diqing Shangri-La Airport
CN,Yunnan,DLU,Dali Airport
CN,Yunnan,JHG,Xishuangbanna Gasa Airport
CN,Yunnan,JMJ,Lancang Jingmai Airport
CN,Yunnan,KMG,Kunming Changshui International Airport
CN,Yunnan,LJG,Lijiang Sanyi Airport
CN,Yunnan,LNJ,Lincang Airport
CN,Yunnan,LUM,Dehong Mangshi Airport
CN,Yunnan,NLH,Ninglang Luguhu Airport
CN,Yunnan,SYM,Pu'er Simao Airport
CN,Yunnan,TCZ,Tengchong Tuofeng Airport
CN,Yunnan,WNH,Wenshan Puzhehei Airport
CN,Yunnan,YUA,Yuanmou Air Base
CN,Yunnan,ZAT,Zhaotong Airport
CN,Zhejiang,HGH,Hangzhou Xiaoshan International Airport
CN,Zhejiang,HSN,Zhoushan Putuoshan Airport
CN,Zhejiang,HYN,Taizhou Luqiao Airport
CN,Zhejiang,JUZ,Quzhou Airport
CN,Zhejiang,NGB,Ningbo Lishe International Airport
CN,Zhejiang,WNZ,Wenzhou Longwan International Airport
CN,Zhejiang,YIW,Yiwu Airport
CO,Amazonas,ACM,Arica Airport (Colombia)
CO,Amazonas,AYC,Ayacucho Airport
CO,Amazonas,ECO,El Encanto Airport
CO,Amazonas,LCR,La Chorrera Airport
CO,Amazonas,LET,Alfredo Vasquez Cobo International Airport
CO,Amazonas,LPD,La Pedrera Airport
CO,Amazonas,SSD,San Felipe Airport
CO,Amazonas,TCD,Tarapaca Airport
CO,Antioquia,ADN,Andes Airport
CO,Antioquia,AFI,Amalfi Airport (Colombia)
CO,Antioquia,APO,Antonio Roldan  Betancourt Airport
CO,Antioquia,ARO,Arboletes Airport
CO,Antioquia,CAQ,Juan H. White Airport
CO,Antioquia,EBG,El Bagre Airport (El Tomin Airport)
CO,Antioquia,EOH,Olaya Herrera Airport
CO,Antioquia,IGO,Jaime Ortiz Betancur Airport
CO,Antioquia,MDE,Jose Maria Cordova International Airport
CO,Antioquia,NAR,Puerto Nare Airport
CO,Antioquia,NCI,Antioquia Airport
CO,Antioquia,NPU,San Pedro de Uraba Airport
CO,Antioquia,OTU,Otu Airport
CO,Antioquia,PBE,Morela Airport (Puerto Berrio Airport
CO,Antioquia,SJR,San Juan de Uraba Airport
CO,Antioquia,SMC,Santa Maria Airport
CO,Antioquia,TRB,Gonzalo Mejia Airport
CO,Antioquia,ULS,Mulatos Airport
CO,Antioquia,UNC,Unguia Airport
CO,Antioquia,URR,Urrao Airport
CO,Arauca,ARQ,El Troncal Airport
CO,Arauca,AUC,Santiago Perez  Quiroz Airport
CO,Arauca,RAV,Cravo Norte Airport
CO,Arauca,RVE,Los Colonizadores Airport
CO,Arauca,TME,Gabriel Vargas Santos Airport
CO,Atlantico,BAQ,Ernesto Cortissoz International Airport
CO,Bolivar,CTG,Rafael Nunez International Airport
CO,Bolivar,MGN,Baracoa Regional Airport
CO,Bolivar,MMP,San Bernardo Airport
CO,Boyaca,GCA,Guacamayas Airport
CO,Boyaca,MOY,Monterrey Airport
CO,Boyaca,PYA,Velasquez Airport
CO,Boyaca,RON,Juan Jose Rondon
CO,Boyaca,SJG,San Pedro de Jagua Airport
CO,Boyaca,SOX,Alberto Lleras Camargo Airport
CO,Boyaca,TAU,Tauramena Airport
CO,Caldas,MZL,La Nubia Airport (Santaguida Airport)
CO,Caqueta,ACR,Araracuara Airport
CO,Caqueta,AYG,Yaguara Airport
CO,Caqueta,CQT,Caquetania Airport
CO,Caqueta,CUI,Curillo Airport
CO,Caqueta,FLA,Gustavo Artunduaga Paredes Airport
CO,Caqueta,SVI,Eduardo Falla Solano Airport
CO,Caqueta,TQS,Captain Ernesto Esguerra Cubides Air Base
CO,Casanare,EYP,El Alcaravan Airport
CO,Casanare,HTZ,Hato Corozal Airport
CO,Casanare,NUH,Nunchia Airport
CO,Casanare,ORC,Orocue Airport
CO,Casanare,PRE,Pore Airport
CO,Casanare,PZA,Paz de Ariporo Airport
CO,Casanare,SQE,San Luis de Palenque Airport
CO,Casanare,TDA,Trinidad Airport
CO,Casanare,TTM,Tablon de Tamara Airport
CO,Cauca,GPI,Guapi Airport (Juan Casiano Airport)
CO,Cauca,LMX,Lopez de Micay Airport
CO,Cauca,PPN,Guillermo Leon Valencia Airport
CO,Cauca,TBD,Timbiqui Airport
CO,Cesar,DZI,Codazzi Airport
CO,Cesar,GRA,Gamarra Airport
CO,Cesar,HAY,Hacaritama Airport
CO,Cesar,VUP,Alfonso Lopez Pumarejo Airport
CO,Choco,ACD,Alcides Fernandez Airport
CO,Choco,BHF,Bahia Cupica Airport
CO,Choco,BSC,Jose Celestino Mutis Airport
CO,Choco,COG,Mandinga Airport
CO,Choco,CPB,Capurgana Airport
CO,Choco,GGL,Gilgal Airport
CO,Choco,JUO,Jurado Airport
CO,Choco,NQU,Reyes Murillo Airport
CO,Choco,UIB,El Carano Airport
CO,Cordoba,AYA,Ayapel Airport
CO,Cordoba,LRI,Lorica Airport
CO,Cordoba,MTB,Montelibano Airport
CO,Cordoba,MTR,Los Garzones Airport
CO,Cordoba,PLC,Planeta Rica Airport
CO,Cordoba,SCA,Santa Catalina Airport
CO,Cundinamarca,EUO,Paratebueno Airport
CO,Cundinamarca,HRR,La Herrera Airport
CO,Cundinamarca,MND,Medina Airport
CO,Cundinamarca,PAL,Captain German Olano Moreno Air Base
CO,Distrito Capital de Bogota,BOG,El Dorado International Airport
CO,Guainia,MHF,Morichal Airport
CO,Guainia,NAD,Macanal Airport
CO,Guainia,NBB,Barranco Minas Airport
CO,Guainia,PDA,Obando Airport
CO,Guaviare,AYI,Yari Airport
CO,Guaviare,MFS,Miraflores Airport
CO,Guaviare,SJE,Jorge Enrique Gonzalez Torres Airport
CO,Huila,CJD,Candilejas Airport
CO,Huila,NVA,Benito Salas Airport
CO,Huila,PCC,Puerto Rico Airport
CO,Huila,PTX,Contador Airport
CO,Huila,SRO,Santana Ramos Airport
CO,La Guajira,MCJ,Jorge Isaacs Airport (La Mina Airport)
CO,La Guajira,RCH,Almirante Padilla Airport
CO,La Guajira,SJH,San Juan del Cesar Airport
CO,Magdalena,ELB,Las Flores Airport
CO,Magdalena,IVO,Chibolo Airport
CO,Magdalena,PLT,Plato Airport
CO,Magdalena,SMR,Simon Bolivar International Airport
CO,Meta,API,Captain Luis F. Gomez Nino Air Base
CO,Meta,BAC,Barranca de Upia Airport
CO,Meta,CCO,Carimagua Airport
CO,Meta,ELJ,El Recreo Airport
CO,Meta,GAA,Guamal Airport
CO,Meta,GMC,Guerima Airport
CO,Meta,LMC,La Macarena Airport
CO,Meta,URI,Uribe Airport
CO,Meta,VVC,La Vanguardia Airport
CO,Narino,ECR,El Charco Airport
CO,Narino,IPI,San Luis Airport
CO,Narino,ISD,Iscuande Airport
CO,Narino,MQR,Mosquera Airport
CO,Narino,PSO,Antonio Narino Airport
CO,Narino,PYN,Payan Airport
CO,Narino,TCO,La Florida Airport
CO,Norte de Santander,CUC,Camilo Daza International Airport
CO,Norte de Santander,OCV,Aguas Claras Airport
CO,Norte de Santander,TIB,Tibu Airport
CO,Putumayo,LQM,Caucaya Airport
CO,Putumayo,PUU,Tres de Mayo Airport
CO,Putumayo,VGZ,Villa Garzon Airport
CO,Quindio,AXM,El Eden International Airport
CO,Risaralda,PEI,Matecana International Airport
CO,"San Andres, Providencia y Santa Catalina",ADZ,Gustavo Rojas Pinilla International Airport
CO,"San Andres, Providencia y Santa Catalina",PVA,El Embrujo Airport
CO,Santander,AZT,Zapatoca Airport
CO,Santander,BGA,Palonegro International Airport
CO,Santander,CIM,Cimitarra Airport
CO,Santander,EJA,Yariguies Airport
CO,Santander,SNT,Las Cruces Airport
CO,Sucre,CVE,Covenas Airport
CO,Sucre,CZU,Las Brujas Airport
CO,Sucre,SRS,San Marcos Airport
CO,Sucre,TLU,Golfo de Morrosquillo Airport
CO,Tolima,CPL,General Navas Pardo Airport
CO,Tolima,GIR,Santiago Vila Airport
CO,Tolima,IBE,Perales Airport
CO,Tolima,MQU,Mariquita Airport
CO,Tolima,PLA,Planadas Airport
CO,Valle del Cauca,ACL,Aguaclara Airport
CO,Valle del Cauca,BUN,Gerardo Tobar Lopez Airport
CO,Valle del Cauca,CLO,Alfonso Bonilla Aragon International Airport
CO,Valle del Cauca,CRC,Santa Ana Airport
CO,Valle del Cauca,ULQ,Heriberto Gil Martinez
CO,Vaupes,ARF,Acaricuara Airport
CO,Vaupes,CUO,Caruru Airport
CO,Vaupes,MFB,Monfort Airport
CO,Vaupes,MIX,Miriti-Parana Airport
CO,Vaupes,MVP,Fabio Alberto Leon Bentley Airport
CO,Vaupes,VAB,Yavarate Airport
CO,Vichada,CSR,Casuarito Airport
CO,Vichada,LGT,Las Gaviotas Airport
CO,Vichada,LPE,La Primavera Airport
CO,Vichada,PCR,German Olano Airport
CO,Vichada,SSL,Santa Rosalia Airport
CR,Alajuela,FON,La Fortuna Airport
CR,Alajuela,LSL,Los Chiles Airport
CR,Alajuela,RFR,Rio Frio Airport
CR,Alajuela,SJO,Juan Santamaria International Airport
CR,Alajuela,UPL,Upala Airport
CR,Guanacaste,CSC,Canas Mojica Airport
CR,Guanacaste,LIR,Daniel Oduber Quiros International Airport
CR,Guanacaste,NCT,Nicoya Guanacaste Airport
CR,Guanacaste,NOB,Nosara Airport
CR,Guanacaste,PBP,Punta Islita Airport
CR,Guanacaste,PLD,Carrillo Airport (Playa Samara/Carrillo Airport)
CR,Guanacaste,TNO,Tamarindo Airport
CR,Limon,BCL,Barra del Colorado Airport
CR,Limon,GPL,Guapiles Airport
CR,Limon,LIO,Limon International Airport
CR,Limon,TTQ,Tortuguero Airport (Barra de Tortuguero Airport)
CR,Puntarenas,BAI,Buenos Aires Airport
CR,Puntarenas,DRK,Drake Bay Airport
CR,Puntarenas,GLF,Golfito Airport
CR,Puntarenas,JAP,Chacarita Airport
CR,Puntarenas,OTR,Coto 47 Airport
CR,Puntarenas,PJM,Puerto Jimenez Airport
CR,Puntarenas,PMZ,Palmar Sur Airport
CR,Puntarenas,TMU,Tambor Airport
CR,Puntarenas,TOO,San Vito de Java Airport
CR,Puntarenas,XQP,Quepos La Managua Airport
CR,San Jose,IPZ,San Isidro de El General Airport
CR,San Jose,SYQ,Tobias Bolanos International Airport
CU,Artemisa,UPB,Playa Baracoa Airport
CU,Camaguey,CMW,Ignacio Agramonte International Airport
CU,Ciego de Avila,AVI,Maximo Gomez  Airport
CU,Ciego de Avila,CCC,Jardines del Rey Airport
CU,Cienfuegos,CFG,Jaime Gonzalez Airport
CU,Granma,BYM,Carlos Manuel de Cespedes Airport
CU,Granma,MZO,Sierra Maestra Airport
CU,Guantanamo,BCA,Gustavo Rizo Airport
CU,Guantanamo,GAO,Mariana Grajales Airport
CU,Guantanamo,NBW,Guantanamo Bay Naval Base
CU,Guantanamo,UMA,Punta de Maisi Airport
CU,Holguin,HOG,Frank Pais Airport
CU,Holguin,MOA,Orestes Acosta Airport
CU,Isla de la Juventud,CYO,Vilo Acuna Airport
CU,Isla de la Juventud,GER,Rafael Cabrera Mustelier Airport
CU,Isla de la Juventud,SZJ,Siguanea Airport
CU,La Habana,HAV,Jose Marti International Airport
CU,Las Tunas,VTU,Hermanos Ameijeiras Airport
CU,Matanzas,VRA,Juan Gualberto Gomez Airport
CU,Matanzas,VRO,Kawama Airport
CU,Pinar del Rio,LCL,La Coloma Airport
CU,Pinar del Rio,SNJ,San Julian Air Base
CU,Sancti Spiritus,TND,Alberto Delgado Airport
CU,Sancti Spiritus,USS,Sancti Spiritus Airport
CU,Santiago de Cuba,SCU,Antonio Maceo International Airport
CU,Villa Clara,BWW,Las Brujas Airport
CU,Villa Clara,SNU,Abel Santamaria Airport
CV,Boa Vista,BVC,Aristides Pereira International Airport (Rabil Airport)
CV,Brava,BVR,Esperadinha Airport
CV,Maio,MMO,Maio Airport
CV,Ribeira Grande de Santiago,RAI,Nelson Mandela International Airport
CV,Ribeira Grande,NTO,Agostinho Neto Airport
CV,Ribeira Grande,SNE,Preguica Airport
CV,Sal,SID,Amilcar Cabral International Airport
CV,Sao Filipe,MTI,Mosteiros Airport
CV,Sao Filipe,SFL,Sao Filipe Airport
CV,Sao Vicente,VXE,Cesaria Evora Airport
CW,Curacao,CUR,Curacao International Airport (Hato Int'l Airport)
CX,Christmas Island,XCH,Christmas Island Airport
CY,Ammochostos,GEC,Gecitkale Air Base
CY,Larnaka,LCA,Larnaca International Airport
CY,Lefkosia,ECN,Ercan International Airport
CY,Lemesos,AKT,RAF Akrotiri
CY,Pafos,PFO,Paphos International Airport
CZ,Jihocesky kraj,JCL,Ceske Budejovice Airport (Plana Airport)
CZ,Jihomoravsky kraj,BRQ,Brno-Turany Airport
CZ,Karlovarsky kraj,KLV,Karlovy Vary Airport
CZ,Karlovarsky kraj,MKA,Marianske Lazne Airport
CZ,Moravskoslezsky kraj,OSR,Leos Janacek Airport
CZ,Moravskoslezsky kraj,ZBE,Zabreh Airport
CZ,Olomoucky kraj,OLO,Olomouc Airport (Neredin Airport)
CZ,Olomoucky kraj,PRV,Prerov Airport
CZ,Pardubicky kraj,PED,Pardubice Airport
CZ,Stredocesky kraj,PRG,Vaclav Havel Airport Prague
CZ,Stredocesky kraj,VOD,Vodochody Airport
CZ,Zlinsky kraj,GTW,Holesov Airport
CZ,Zlinsky kraj,UHE,Kunovice Airport
DE,Baden-Wurttemberg,FDH,Friedrichshafen Airport (Bodensee Airport)
DE,Baden-Wurttemberg,FKB,Karlsruhe/Baden-Baden Airport
DE,Baden-Wurttemberg,HDB,Heidelberg Airport
DE,Baden-Wurttemberg,LHA,Flughafen Lahr (Lahr Airport)
DE,Baden-Wurttemberg,MHG,Mannheim City Airport
DE,Baden-Wurttemberg,STR,Stuttgart Airport
DE,Bayern,AGB,Augsburg Airport
DE,Bayern,BYU,Bindlacher Berg Airport
DE,Bayern,FEL,Furstenfeldbruck Air Base
DE,Bayern,FMM,Memmingen Airport
DE,Bayern,GHF,Giebelstadt Airport
DE,Bayern,HOQ,Hof-Plauen Airport
DE,Bayern,IGS,Ingolstadt Manching Airport
DE,Bayern,ILH,Illesheim Army Airfield
DE,Bayern,KZG,Kitzingen Airport
DE,Bayern,MUC,Munich Airport
DE,Bayern,NUE,Nuremberg Airport
DE,Bayern,OBF,Oberpfaffenhofen Airport
DE,Bayern,RBM,Straubing Wallmuhle Airport
DE,Bayern,URD,Burg Feuerstein Airport
DE,Berlin,TXL,Berlin Tegel Airport
DE,Brandenburg,BER,Berlin Brandenburg Airport
DE,Brandenburg,CBU,Cottbus-Drewitz Airport
DE,Bremen,BRE,Bremen Airport
DE,Bremen,BRV,Bremerhaven Airport
DE,Hamburg,HAM,Hamburg Airport
DE,Hamburg,XFW,Hamburg Finkenwerder Airport
DE,Hessen,FRA,Frankfurt Airport
DE,Hessen,FRZ,Fritzlar Air Base
DE,Hessen,KSF,Kassel Airport
DE,Hessen,WIE,Wiesbaden Army Airfield
DE,Mecklenburg-Vorpommern,BBH,Stralsund-Barth Airport
DE,Mecklenburg-Vorpommern,FNB,Neubrandenburg Airport
DE,Mecklenburg-Vorpommern,GTI,Rugen Airport (Guttin Airfield)
DE,Mecklenburg-Vorpommern,HDF,Heringsdorf Airport
DE,Mecklenburg-Vorpommern,PEF,Peenemunde Airfield
DE,Mecklenburg-Vorpommern,REB,Rechlin-Larz Airfield
DE,Mecklenburg-Vorpommern,RLG,Rostock-Laage Airport
DE,Mecklenburg-Vorpommern,SZW,Schwerin-Parchim International Airport
DE,Niedersachsen,AGE,Wangerooge Airport
DE,Niedersachsen,BMK,Borkum Airfield
DE,Niedersachsen,BMR,Baltrum Airport
DE,Niedersachsen,BWE,Braunschweig-Wolfsburg Airport
DE,Niedersachsen,EME,Emden Airport
DE,Niedersachsen,FCN,Nordholz Naval Airbase
DE,Niedersachsen,HAJ,Hannover Airport
DE,Niedersachsen,JUI,Juist Airport
DE,Niedersachsen,LGO,Langeoog Airport
DE,Niedersachsen,NOD,Norddeich Airport
DE,Niedersachsen,NRD,Norderney Airport
DE,Niedersachsen,VAC,Varrelbusch Airport
DE,Niedersachsen,WVN,JadeWeserAirport
DE,Niedersachsen,XLW,Lemwerder Airport
DE,Nordrhein-Westfalen,AAH,Merzbruck Airport
DE,Nordrhein-Westfalen,BFE,Bielefeld Airport
DE,Nordrhein-Westfalen,CGN,Cologne Bonn Airport
DE,Nordrhein-Westfalen,DTM,Dortmund Airport
DE,Nordrhein-Westfalen,DUS,Dusseldorf Airport
DE,Nordrhein-Westfalen,ESS,Essen/Mulheim Airport
DE,Nordrhein-Westfalen,FMO,Munster Osnabruck International Airport
DE,Nordrhein-Westfalen,GKE,NATO Air Base Geilenkirchen
DE,Nordrhein-Westfalen,GUT,RAF Gutersloh
DE,Nordrhein-Westfalen,MGL,Dusseldorf Monchengladbach Airport
DE,Nordrhein-Westfalen,NRN,Weeze Airport (Niederrhein Airport)
DE,Nordrhein-Westfalen,PAD,Paderborn Lippstadt Airport
DE,Nordrhein-Westfalen,SGE,Siegerland Airport
DE,Rheinland-Pfalz,BBJ,Bitburg Airport 
DE,Rheinland-Pfalz,HHN,Frankfurt-Hahn Airport
DE,Rheinland-Pfalz,RMS,Ramstein Air Base
DE,Rheinland-Pfalz,SPM,Spangdahlem Air Base
DE,Rheinland-Pfalz,ZQW,Zweibrucken Airport
DE,Saarland,SCN,Saarbrucken Airport
DE,Sachsen,DRS,Dresden Airport
DE,Sachsen,IES,Riesa-Gohlis Airfield
DE,Sachsen,LEJ,Leipzig/Halle Airport
DE,Sachsen-Anhalt,CSO,Magdeburg-Cochstedt Airport
DE,Sachsen-Anhalt,KOQ,Kothen Airport
DE,Sachsen-Anhalt,ZHZ,Halle-Oppin Airport
DE,Schleswig-Holstein,EUM,Neumunster Airport
DE,Schleswig-Holstein,FLF,Flensburg-Schaferhaus Airport
DE,Schleswig-Holstein,GWT,Sylt Airport (Westerland Airport)
DE,Schleswig-Holstein,HEI,Heide-Busum Airport
DE,Schleswig-Holstein,HGL,Helgoland Airport (Dune Airport)
DE,Schleswig-Holstein,KEL,Kiel Airport
DE,Schleswig-Holstein,LBC,Lubeck Airport
DE,Schleswig-Holstein,OHR,Wyk auf Fohr Airport
DE,Schleswig-Holstein,PSH,Sankt Peter-Ording Airport
DE,Schleswig-Holstein,QHU,Husum Schwesing Airport
DE,Schleswig-Holstein,WBG,Schleswig Air Base
DE,Thuringen,AOC,Leipzig-Altenburg Airport
DE,Thuringen,EIB,Eisenach-Kindel Airport
DE,Thuringen,ERF,Erfurt-Weimar Airport
DJ,Ali Sabieh,AII,Ali-Sabieh Airport
DJ,Djibouti,JIB,Djibouti-Ambouli International Airport
DJ,Obock,OBC,Obock Airport
DJ,Tadjourah,MHI,Moucha Airport
DJ,Tadjourah,TDJ,Tadjoura Airport
DK,Hovedstaden,CPH,Copenhagen Airport
DK,Hovedstaden,RNN,Bornholm Airport
DK,Midtjylland,AAR,Aarhus Airport
DK,Midtjylland,KRP,Karup Airport
DK,Midtjylland,SQW,Skive Airport
DK,Midtjylland,STA,Stauning Vestjylland Airport
DK,Nordjylland,AAL,Aalborg Airport
DK,Nordjylland,BYR,Laesoe Airport
DK,Nordjylland,CNL,Sindal Airport
DK,Nordjylland,TED,Thisted Airport
DK,Sjaelland,MRW,Lolland Falster Airport
DK,Sjaelland,RKE,Roskilde Airport
DK,Syddanmark,BLL,Billund Airport
DK,Syddanmark,EBJ,Esbjerg Airport
DK,Syddanmark,ODE,Hans Christian Andersen Airport
DK,Syddanmark,SGD,Sonderborg Airport
DK,Syddanmark,SKS,Vojens Airport (Skrydstrup Airport)
DM,Saint Andrew,DOM,Douglas-Charles Airport
DM,Saint George,DCF,Canefield Airport
DO,Barahona,BRX,Maria Montez International Airport
DO,Distrito Nacional (Santo Domingo),JBQ,La Isabela International Airport (Dr. Joaquin Balaguer Int'l)
DO,La Altagracia,PUJ,Punta Cana International Airport
DO,La Vega,COZ,Constanza Airport
DO,Monte Plata,SDQ,Las Americas International Airport
DO,Pedernales,CBJ,Cabo Rojo Airport
DO,Puerto Plata,POP,Gregorio Luperon International Airport
DO,Samana,AZS,Samana El Catey International Airport
DO,Samana,EPS,Arroyo Barril Airport
DO,Santiago,STI,Cibao International Airport
DZ,Adrar,AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport
DZ,Adrar,BMW,Bordj Mokhtar Airport
DZ,Adrar,TMX,Timimoun Airport
DZ,Alger,ALG,Houari Boumediene Airport
DZ,Annaba,AAE,Rabah Bitat Airport (Les Salines Airport)
DZ,Batna,BLJ,Mostepha Ben Boulaid Airport
DZ,Bechar,CBH,Boudghene Ben Ali Lotfi Airport
DZ,Bejaia,BJA,Soummam - Abane Ramdane Airport
DZ,Biskra,BSK,Biskra Airport
DZ,Chlef,CFK,Chlef International Airport
DZ,Constantine,CZL,Mohamed Boudiaf International Airport
DZ,Djelfa,BUJ,Bou Saada Airport
DZ,El Bayadh,EBH,El Bayadh Airport
DZ,El Oued,ELU,Guemar Airport
DZ,Ghardaia,ELG,El Golea Airport
DZ,Ghardaia,GHA,Noumerat - Moufdi Zakaria Airport
DZ,Illizi,DJG,Tiska Djanet Airport
DZ,Illizi,IAM,In Amenas Airport (Zarzaitine Airport)
DZ,Illizi,VVZ,Takhamalt Airport
DZ,Jijel,GJL,Jijel Ferhat Abbas Airport
DZ,Laghouat,HRM,Hassi R'Mel Airport (Tilrempt Airport)
